level1,neighbors
A6734-14-003,"A6734-12-006,A6734-11-002,A6734-05-010,"
A6733-30-009,"A6733-30-008,A6733-30-006,A6733-30-011,A6733-31-010,"
A6733-30-008,"A6733-30-009,A6733-30-010,A6733-30-011,A6733-30-007,A6733-29-009,A6733-30-006,"
A6735-17-010,"A6735-26-002,A6735-17-011,"
A6733-30-001,"A6733-27-009,A6733-27-008,A6733-30-003,A6733-30-004,"
A6726-01-003,"A6726-01-001,"
A6733-30-003,"A6733-30-001,A6733-27-008,A6733-30-002,A6733-30-004,"
A6734-14-001,"A6734-07-010,A6734-04-009,A6734-16-002,A6734-12-001,A6734-16-006,A6734-05-010,A6734-09-006,"
A6733-30-004,"A6733-30-001,A6733-27-009,A6733-30-003,"
A6733-30-007,"A6733-30-008,A6733-29-009,A6733-30-006,"
A6733-30-006,"A6733-30-009,A6733-30-008,A6733-31-010,A6733-31-009,A6733-30-007,A6733-29-007,"
A6712-12-008,"A6712-13-007,A6712-13-001,"
A6731-71-008,"A6727-01-005,A6731-70-009,A6731-72-010,A6727-01-002,A6727-01-001,"
A6712-12-002,"A6712-09-006,"
A6734-04-006,"A6734-04-008,A6734-08-002,A6734-03-002,A6734-02-006,A6734-09-001,"
A6712-12-007,"A6712-11-007,A6712-11-004,"
A6731-44-002,"A6731-41-010,A6731-44-001,A6731-38-008,"
A6731-44-003,"A6731-42-008,A6731-43-005,A6731-65-003,A6731-46-002,A6731-47-001,A6731-48-001,"
A6737-25-009,"A6733-12-006,A6737-24-011,A6737-23-008,A6737-25-003,A6737-24-006,A6737-22-009,"
A6737-25-008,"A6732-21-009,A6737-25-002,A6733-05-003,A6737-22-009,A6737-26-001,A6737-26-002,A6737-26-004,A6733-02-008,"
A6731-44-006,"A6731-44-007,A6731-44-004,A6731-39-008,A6731-40-007,A6731-39-006,A6731-51-001,"
A6731-44-007,"A6731-44-006,A6731-44-004,A6731-50-002,A6731-39-008,A6731-47-003,A6731-47-005,A6731-49-005,"
A6731-44-004,"A6731-39-006,A6731-47-003,A6731-44-006,A6731-44-007,A6731-46-002,"
A6736-01-011,"A6736-05-003,A6736-05-001,A6736-01-010,A6736-05-004,A6736-01-009,"
A6737-25-002,"A6737-25-008,A6737-23-009,A6737-24-002,A6732-21-007,A6733-02-006,A6737-22-009,A6737-26-002,"
A6737-25-001,"A6737-23-006,A6737-26-002,A6737-22-007,A6737-23-007,A6737-18-013,"
A6735-40-001,"A6735-40-003,A6735-39-007,A6735-40-005,"
A6737-25-007,"A6737-25-010,A6737-24-004,A6737-26-002,A6737-25-006,A6737-23-011,"
A6702-02-003,
A6735-40-004,"A6735-40-003,A6735-41-003,A6735-41-002,A6735-41-001,"
A6735-40-005,"A6735-40-008,A6735-40-010,A6735-40-002,A6735-40-003,A6735-40-001,A6735-40-006,A6735-40-007,A6735-38-015,"
A6729-09-011,
A6729-09-010,
A6718-03-006,"A6718-03-009,"
A6731-36-003,"A6731-31-006,A6731-22-007,A6731-37-004,A6731-32-004,A6731-35-005,A6731-31-007,"
A6736-21-005,"A6736-21-004,A6736-21-007,A6737-23-002,A6737-21-009,A6736-21-002,"
A6731-36-002,"A6731-41-004,A6731-45-001,A6731-35-001,"
A6718-03-009,"A6718-03-006,"
A6737-09-001,"A6737-08-007,A6737-09-002,A6737-09-004,A6734-41-009,"
A6737-09-003,"A6737-09-008,A6737-09-002,A6737-09-005,A6734-42-004,"
A6737-09-002,"A6734-43-002,A6737-09-001,A6737-09-003,A6737-09-004,"
A6737-09-005,"A6737-09-009,A6737-09-003,A6737-09-006,A6734-43-005,"
A6737-09-004,"A6737-09-001,A6737-09-008,A6737-09-002,A6737-08-007,A6737-09-007,"
A6737-09-007,"A6737-11-002,A6737-09-008,A6737-08-007,A6737-09-004,"
A6737-09-006,"A6737-12-001,A6737-09-005,A6737-09-010,A6734-44-003,"
A6737-09-009,"A6737-09-005,A6737-12-005,A6737-09-010,A6737-09-008,"
A6737-09-008,"A6737-09-009,A6737-09-003,A6737-09-004,A6737-11-004,A6737-09-007,"
A6725-04-005,"A6725-04-004,"
A6727-07-006,"A6727-07-004,A6727-07-005,A6727-07-002,A6727-09-004,A6727-09-005,A6727-09-001,A6727-09-003,"
A6727-07-004,"A6727-07-006,A6727-09-004,A6727-07-005,A6727-07-002,"
A6727-07-005,"A6727-07-006,A6727-09-004,A6727-07-004,"
A6727-07-002,"A6727-07-006,A6727-07-004,A6727-06-008,A6727-09-001,"
A6721-07-004,
A6721-07-007,"A6721-07-003,"
A6731-18-009,"A6731-15-006,A6731-19-007,"
A6721-07-002,"A6721-07-010,"
A6721-07-003,"A6721-07-007,"
A6731-18-004,"A6731-14-009,A6731-17-002,A6731-16-002,A6731-16-006,"
A6731-18-006,"A6731-15-004,A6731-19-002,A6731-10-007,A6731-16-008,"
A6731-18-001,"A6731-14-003,A6731-13-002,A6731-20-001,A6731-17-004,A6731-11-007,"
A6721-07-009,"A6721-07-010,"
A6731-18-003,"A6731-13-007,A6731-17-005,A6731-16-001,A6731-13-008,A6731-15-003,"
A6731-18-002,"A6731-15-004,A6731-16-006,"
A6734-44-010,"A6734-44-006,A6734-44-007,A6734-42-008,A6737-13-003,"
A6734-44-011,"A6734-44-007,A6734-44-006,A6732-03-002,A6737-13-003,"
A6732-61-008,"A6732-60-003,A6732-59-006,A6732-62-002,A6732-62-001,"
A6732-61-009,"A6732-62-007,A6732-62-005,A6732-60-005,"
A6732-61-005,"A6732-60-003,A6732-61-006,A6732-62-002,"
A6732-61-006,"A6732-61-005,A6732-56-008,A6732-61-007,A6733-23-008,A6733-25-006,"
A6732-61-007,"A6733-35-001,A6732-61-006,"
A6735-05-010,"A6735-11-004,A6735-05-011,A6735-05-008,"
A6735-05-011,"A6735-05-010,"
A6732-61-002,"A6732-58-008,A6732-60-001,A6732-61-003,A6732-55-007,A6732-58-007,"
A6705-02-004,
A6732-10-004,"A6737-15-011,A6732-10-005,A6732-10-008,A6732-10-001,A6732-10-002,"
A6732-10-005,"A6732-10-004,A6732-10-006,A6732-10-007,A6732-10-008,"
A6732-10-006,"A6732-10-005,A6732-10-007,A6732-10-002,A6732-10-009,A6732-12-003,A6732-12-004,A6732-12-005,"
A6716-09-010,
A6719-03-007,"A6719-03-009,A6719-01-006,"
A6732-10-001,"A6732-10-004,A6737-14-003,A6732-03-009,A6732-03-002,A6732-10-002,"
A6732-10-002,"A6732-10-004,A6732-10-006,A6732-10-001,A6732-03-009,"
A6735-11-005,"A6735-11-004,A6735-11-001,A6735-11-002,"
A6719-03-009,"A6719-03-007,A6719-01-008,"
A6732-10-008,"A6732-10-004,A6732-10-005,A6732-10-007,A6737-21-008,A6732-21-001,A6732-21-002,A6732-21-003,A6732-10-009,A6737-20-004,"
A6732-10-009,"A6732-10-006,A6732-21-003,A6732-10-008,A6732-12-007,A6732-10-007,"
A6733-27-001,"A6733-22-010,A6733-22-002,A6733-27-002,A6733-27-005,A6733-27-003,"
A6733-27-003,"A6733-27-001,A6733-22-010,A6733-27-005,A6733-26-003,"
A6733-27-002,"A6733-24-007,A6733-22-002,A6733-27-001,A6733-27-005,A6733-27-004,A6733-27-009,"
A6733-27-005,"A6733-27-001,A6733-27-003,A6733-27-002,A6733-26-003,A6733-27-006,"
A6733-27-004,"A6733-27-009,A6733-27-002,"
A6733-27-007,"A6733-27-009,A6733-27-008,A6733-26-007,A6733-27-006,"
A6733-27-006,"A6733-27-009,A6733-26-007,A6733-27-005,A6733-27-007,A6733-26-003,"
A6733-27-009,"A6733-30-001,A6733-30-004,A6733-28-004,A6733-27-002,A6733-27-004,A6733-27-007,A6733-27-006,A6733-27-008,A6733-28-009,"
A6733-27-008,"A6733-30-002,A6733-30-001,A6733-30-003,A6733-26-007,A6733-27-007,A6733-27-009,"
A6731-28-009,"A6731-42-001,A6731-41-008,A6731-28-008,"
A6733-40-010,"A6733-40-007,A6733-41-002,A6733-41-005,A6733-40-009,A6733-41-004,"
A6735-11-001,"A6735-11-005,A6735-11-002,"
A6735-11-002,"A6735-11-005,A6735-11-001,A6735-11-003,"
A6727-14-002,"A6727-09-007,A6727-11-006,A6727-13-008,"
A6728-17-007,
A6710-02-001,
A6733-19-008,"A6733-19-009,A6733-22-003,A6733-22-005,A6733-19-010,A6733-19-007,A6733-19-004,"
A6711-05-010,
A6733-19-009,"A6733-19-011,A6733-19-010,A6733-19-004,A6733-19-008,A6733-16-008,"
A6733-19-006,"A6733-19-007,A6733-19-004,A6733-19-005,A6733-17-009,"
A6734-29-007,"A6734-39-001,A6734-20-010,A6734-30-001,A6734-30-002,"
A6714-11-002,
A6731-31-006,"A6731-31-007,A6731-41-003,A6731-29-004,A6731-36-003,A6731-22-007,"
A6733-19-004,"A6733-16-008,A6733-19-008,A6733-19-009,A6733-19-006,A6733-19-007,A6733-19-005,A6733-19-002,A6733-19-003,A6733-19-001,"
A6735-56-011,"A6735-58-005,A6735-56-006,A6735-56-010,A6735-56-008,"
A6735-11-004,"A6735-11-005,A6735-05-010,A6735-05-008,"
A6737-06-007,"A6737-06-004,A6737-10-001,A6737-06-008,"
A6728-17-002,
A6734-16-007,"A6734-13-004,A6734-17-007,A6734-14-004,A6734-18-007,A6734-06-011,"
A6737-06-002,"A6737-03-007,A6737-06-004,A6737-06-001,"
A6737-06-003,"A6737-06-004,A6737-06-005,A6737-02-007,A6737-06-001,"
A6728-17-006,"A6728-19-002,"
A6735-11-003,"A6735-11-002,"
A6733-19-002,"A6733-17-004,A6733-19-004,A6733-19-003,A6733-19-001,"
A6735-11-009,"A6735-11-011,"
A6737-06-008,"A6737-06-010,A6737-06-004,A6737-06-005,A6737-10-001,A6737-06-007,"
A6737-06-009,"A6737-03-007,A6737-06-004,A6737-10-002,A6737-10-001,"
A6736-12-011,"A6737-20-002,A6736-12-006,A6736-21-001,A6736-21-002,A6736-12-010,"
A6735-53-007,"A6735-53-006,A6735-53-010,A6735-53-004,A6735-53-005,A6735-53-011,A6735-53-009,"
A6736-12-010,"A6736-12-011,A6736-12-009,"
A6733-19-001,"A6733-17-004,A6733-19-004,A6733-19-002,A6733-13-007,"
A6731-31-008,"A6731-31-007,A6731-37-007,A6731-30-009,A6731-38-001,A6731-35-005,A6731-40-003,A6731-40-001,"
A6731-54-005,"A6731-60-001,A6731-51-006,A6731-61-001,A6731-57-006,A6731-52-007,A6731-49-007,A6731-57-001,A6731-49-009,"
A6731-54-004,"A6731-58-002,A6731-47-007,"
A6731-54-007,"A6731-54-002,A6731-54-011,A6731-59-002,A6731-57-004,A6731-53-009,A6731-53-006,"
A6731-54-006,"A6731-65-003,A6731-56-007,A6731-57-003,A6731-56-005,"
A6731-54-001,"A6731-51-006,A6731-47-007,A6731-51-002,A6731-58-002,A6731-52-004,A6731-48-009,"
A6731-54-003,"A6731-56-003,A6731-48-010,A6731-54-002,A6731-53-009,A6731-47-008,"
A6731-54-002,"A6731-54-007,A6731-54-003,A6731-58-001,A6731-48-010,A6731-53-009,A6731-53-006,"
A6735-36-001,"A6735-33-010,A6735-39-008,A6735-29-003,A6735-29-008,"
A6735-36-003,"A6735-34-007,A6735-36-006,"
A6735-36-002,"A6735-36-005,"
A6735-36-005,"A6735-36-008,A6735-36-002,A6735-36-004,A6735-36-007,"
A6735-36-004,"A6735-36-008,A6735-36-005,A6735-39-008,"
A6735-36-007,"A6735-36-008,A6735-42-003,A6735-36-005,A6735-42-002,A6735-36-006,"
A6735-36-006,"A6735-34-007,A6735-36-003,A6735-36-007,A6735-34-009,"
A6735-49-008,"A6735-49-007,A6735-46-010,A6735-49-010,A6735-44-008,"
A6737-06-006,"A6737-08-004,A6737-06-010,A6737-06-005,A6737-08-008,A6737-02-010,"
A6734-02-003,"A6734-01-008,A6734-04-001,A6734-08-001,A6734-03-003,A6734-01-006,"
A6734-02-002,"A6734-02-001,A6734-08-004,A6734-02-006,A6734-02-005,A6734-02-004,A6734-10-003,A6734-07-001,A6734-06-005,A6734-04-008,A6734-01-010,A6734-01-007,A6734-01-009,A6734-04-007,"
A6734-02-001,"A6734-02-002,A6734-06-001,A6734-10-003,A6734-01-003,A6734-01-004,A6734-04-001,"
A6734-02-007,"A6734-03-007,A6734-03-002,A6734-08-005,A6734-09-004,A6734-09-005,A6734-04-007,"
A6734-02-006,"A6734-06-007,A6734-06-006,A6734-02-002,A6734-07-001,A6734-03-008,A6734-04-008,A6734-05-001,A6734-05-010,A6734-04-003,A6734-04-006,"
A6734-02-005,"A6734-02-002,A6734-01-010,A6734-02-004,A6734-07-003,"
A6734-02-004,"A6734-02-002,A6734-03-002,A6734-02-005,A6734-03-001,A6734-07-003,A6734-07-001,A6734-05-004,A6734-01-005,"
A6734-02-008,"A6734-05-006,A6734-09-003,A6734-06-010,A6734-12-002,"
A6734-18-002,"A6734-14-006,A6734-11-003,A6734-15-003,A6734-07-009,A6734-09-004,"
A6727-22-005,"A6727-21-002,"
A6727-22-004,"A6727-22-006,A6727-21-002,A6727-22-008,A6727-18-008,A6727-18-009,"
A6727-22-007,
A6727-22-006,"A6727-22-004,A6727-21-002,"
A6727-22-003,"A6727-18-011,A6727-22-009,A6727-18-009,"
A6727-22-002,"A6727-23-005,"
A6727-22-009,"A6727-22-003,"
A6727-22-008,"A6727-22-004,A6727-18-009,"
A6735-31-003,"A6735-28-002,"
A6726-02-008,
A6726-02-009,"A6726-02-007,"
A6735-36-008,"A6735-42-003,A6735-36-005,A6735-39-008,A6735-36-007,A6735-36-004,"
A6726-02-004,"A6726-02-002,"
A6726-02-006,
A6735-15-011,"A6735-15-010,A6735-17-004,A6735-17-005,"
A6701-15-002,"A6701-15-001,"
A6726-02-002,"A6726-02-004,"
A6728-22-001,"A6728-22-002,"
A6735-43-009,"A6735-43-005,A6735-43-007,A6735-43-011,"
A6735-43-008,"A6735-42-007,A6735-42-009,A6735-43-010,"
A6735-43-001,"A6735-39-010,A6735-43-002,A6735-43-005,A6735-39-009,"
A6735-43-003,"A6735-42-005,A6735-42-007,"
A6737-06-004,"A6737-06-007,A6737-06-002,A6737-06-003,A6737-06-001,A6737-06-008,A6737-06-009,"
A6735-43-005,"A6735-43-009,A6735-43-010,A6735-39-008,A6735-43-001,A6735-43-002,A6735-43-007,A6735-43-011,"
A6709-03-010,
A6735-43-007,"A6735-43-009,A6735-43-005,"
A6735-15-010,"A6735-15-011,"
A6708-08-009,
A6732-63-002,"A6732-60-007,A6732-62-008,A6732-60-009,A6732-60-008,A6732-62-004,A6732-62-002,A6732-63-003,A6732-59-007,A6732-63-001,A6732-63-005,A6732-64-004,A6732-64-006,A6732-64-001,A6732-64-002,"
A6718-10-009,"A6718-10-007,A6718-08-009,A6718-10-011,A6718-10-010,"
A6719-05-009,"A6719-10-002,A6719-12-001,A6719-09-004,"
A6703-01-003,
A6715-07-002,
A6735-08-006,"A6735-16-001,"
A6727-01-010,"A6727-02-003,"
A6737-06-005,"A6737-06-006,A6737-02-009,A6737-06-003,A6737-06-008,"
A6731-39-005,"A6731-42-002,A6731-43-003,"
A6719-05-004,"A6719-05-007,"
A6719-05-007,"A6719-05-004,"
A6732-61-001,"A6732-55-005,A6732-57-009,A6732-57-008,A6732-57-007,A6732-57-006,A6732-58-003,A6732-54-005,"
A6736-06-014,"A6736-06-008,A6736-06-012,A6736-06-011,"
A6736-06-012,"A6736-06-014,"
A6736-06-011,"A6736-06-008,A6736-06-014,"
A6731-54-008,"A6731-50-009,A6731-58-003,A6731-55-003,A6731-58-005,"
A6732-01-010,"A6732-01-006,A6732-01-008,A6732-01-009,A6732-04-007,"
A6735-31-001,"A6735-14-010,A6735-18-004,A6735-18-007,"
A6719-06-003,"A6719-04-009,"
A6736-10-010,"A6736-10-009,A6736-13-008,A6736-18-003,A6736-18-001,"
A6735-53-011,"A6735-53-006,A6735-53-007,A6735-53-008,A6735-53-010,"
A6735-53-010,"A6735-53-011,A6735-53-007,A6735-53-009,"
A6712-03-008,
A6731-46-008,"A6731-51-001,A6731-46-005,A6731-42-003,A6731-42-005,A6731-52-001,A6731-40-007,A6731-53-003,A6731-45-005,A6731-53-001,A6731-39-004,"
A6731-46-009,"A6731-51-004,A6731-46-007,A6731-51-002,"
A6731-46-004,"A6731-43-005,A6731-42-006,A6731-46-003,"
A6731-46-005,"A6731-46-008,A6731-42-005,A6731-39-004,"
A6731-46-006,"A6731-37-008,A6731-42-008,A6731-43-004,A6731-43-006,A6731-48-001,A6731-48-004,A6731-48-003,A6731-52-001,A6731-42-001,A6731-38-009,"
A6733-11-001,"A6733-20-002,A6733-07-005,A6733-11-002,A6733-11-003,"
A6712-03-006,
A6731-46-001,"A6731-38-005,A6731-40-005,A6731-50-004,A6731-37-005,"
A6731-46-002,"A6731-44-003,A6731-44-004,A6731-43-005,A6731-42-007,A6731-47-003,A6731-47-002,A6731-40-008,A6731-41-010,A6731-34-008,A6731-39-006,"
A6731-46-003,"A6731-65-001,A6731-46-004,A6731-43-005,A6731-42-006,"
A6719-02-003,
A6735-32-001,"A6735-30-003,A6735-32-003,A6735-30-006,A6735-17-008,A6735-32-002,"
A6732-27-005,"A6732-27-003,A6732-15-010,A6732-27-008,A6732-27-004,A6732-27-010,"
A6728-10-005,"A6728-10-004,"
A6733-36-010,"A6733-36-007,"
A6737-06-001,"A6737-03-007,A6737-06-004,A6737-06-002,A6737-06-003,A6737-02-006,A6737-02-007,"
A6735-51-002,"A6735-51-001,A6735-51-003,A6735-60-001,A6735-51-005,"
A6735-51-003,"A6735-51-001,A6735-51-002,A6735-51-006,A6735-48-005,"
A6733-36-014,"A6733-36-015,"
A6733-36-015,"A6733-36-014,"
A6735-51-006,"A6735-51-008,A6735-51-009,A6735-51-003,A6735-51-004,A6735-51-005,"
A6735-51-007,"A6735-51-009,"
A6735-51-008,"A6735-48-011,A6735-51-010,A6735-51-004,A6735-51-006,A6735-48-005,A6735-51-009,"
A6735-51-009,"A6735-51-008,A6735-51-010,A6735-51-006,A6735-55-002,A6735-51-007,"
A6718-11-003,"A6718-11-002,A6718-09-009,A6718-09-006,A6718-09-004,"
A6718-11-002,"A6718-11-001,A6718-11-003,A6718-11-004,A6718-09-004,"
A6731-03-013,"A6731-03-009,A6731-07-002,"
A6718-11-007,"A6718-11-009,A6718-09-009,"
A6731-03-011,"A6731-03-009,A6731-07-001,A6731-07-002,"
A6732-36-010,"A6732-37-004,A6732-37-007,A6732-37-009,A6732-38-005,"
A6712-08-010,"A6712-09-006,A6712-09-008,A6712-08-007,"
A6734-09-002,"A6734-06-005,A6734-06-010,A6734-11-001,A6734-07-003,A6734-07-008,A6734-07-004,A6734-04-008,A6734-16-002,A6734-16-003,A6734-05-010,A6734-14-002,A6734-09-004,A6734-04-011,"
A6732-38-008,"A6732-40-009,A6732-40-007,A6732-48-001,A6732-40-005,A6733-12-008,A6732-40-004,"
A6731-21-002,"A6731-23-004,A6731-25-005,A6731-24-003,A6731-19-008,A6731-15-007,A6731-21-007,A6731-21-009,A6731-27-002,A6731-19-010,A6731-23-003,A6731-10-008,A6731-19-006,"
A6731-21-005,"A6731-31-001,A6731-15-007,A6731-20-009,A6731-31-004,A6731-24-006,A6731-25-002,A6731-15-005,A6731-19-005,A6731-22-001,A6731-32-005,A6731-23-002,A6731-21-008,A6731-10-010,A6731-10-011,A6731-15-009,A6731-23-001,"
A6731-21-004,"A6731-27-003,A6731-19-005,"
A6731-21-007,"A6731-15-007,A6731-28-002,A6731-24-001,A6731-24-005,A6731-21-002,A6731-25-004,"
A6731-21-006,"A6731-28-001,A6731-20-001,A6731-28-003,"
A6732-38-002,"A6732-40-003,A6732-40-002,A6732-36-003,A6733-12-011,A6733-12-003,"
A6732-38-003,"A6732-37-005,A6732-32-007,A6732-44-002,A6732-40-003,A6732-35-002,A6732-34-007,A6732-38-006,"
A6732-38-001,"A6732-40-003,A6732-32-005,A6732-36-003,A6732-37-003,A6732-33-009,A6732-33-010,A6732-35-003,A6732-34-004,A6732-34-005,A6732-31-010,A6732-43-005,A6732-35-005,A6732-34-001,"
A6732-38-006,"A6732-40-003,A6732-37-006,A6732-40-006,A6732-40-005,A6732-41-006,A6732-36-006,A6732-38-003,A6732-43-001,A6732-34-007,A6732-38-004,"
A6732-38-007,"A6732-36-008,A6732-35-006,A6732-42-002,"
A6732-38-004,"A6732-38-006,A6732-36-009,A6732-35-009,A6732-35-007,"
A6732-38-005,"A6732-36-009,A6732-37-005,A6732-37-004,A6732-36-010,A6732-40-004,A6732-40-003,A6732-35-009,A6732-43-002,A6732-35-007,"
A6728-05-005,"A6728-05-009,"
A6732-63-004,"A6732-63-003,A6732-64-006,A6732-63-006,A6732-64-003,A6732-62-008,"
A6718-12-008,"A6718-12-005,"
A6728-05-006,"A6728-06-008,A6728-05-003,A6728-10-001,"
A6728-05-001,"A6728-04-006,A6728-06-001,"
A6728-05-003,"A6728-05-006,A6728-04-006,"
A6734-09-003,"A6734-03-007,A6734-07-009,A6734-03-002,A6734-02-008,A6734-07-006,A6734-07-004,A6734-05-006,A6734-18-001,A6734-12-002,"
A6718-12-002,"A6718-12-003,A6718-09-007,A6718-12-004,"
A6718-12-003,"A6718-12-002,A6718-12-004,A6718-12-005,"
A6728-05-009,"A6728-05-005,"
A6737-17-011,"A6737-15-011,A6737-20-003,A6737-18-012,"
A6718-12-004,"A6718-12-002,A6718-12-003,A6718-09-007,A6718-12-005,"
A6718-12-005,"A6718-12-003,A6718-12-008,A6718-12-004,"
A6704-07-003,
A6737-17-010,"A6737-16-012,A6737-15-010,A6737-21-001,A6737-17-009,"
A6712-06-005,"A6712-06-007,"
A6732-63-005,"A6732-63-002,A6732-64-004,A6732-64-006,A6732-64-005,"
A6701-21-007,"A6701-20-002,A6701-21-010,A6701-21-005,A6701-22-001,A6701-20-004,"
A6701-21-004,"A6701-21-002,"
A6701-21-005,"A6701-20-002,A6701-21-010,A6701-17-011,A6701-16-009,A6701-21-007,"
A6701-21-002,"A6701-21-004,A6701-21-003,A6701-15-008,"
A6701-21-003,"A6701-21-011,A6701-16-008,A6701-21-002,A6701-21-008,"
A6723-08-004,
A6732-06-007,"A6732-06-005,A6732-06-004,A6732-06-006,A6732-06-009,"
A6701-21-008,"A6701-21-011,A6701-21-010,A6701-16-008,A6701-21-003,A6701-16-009,"
A6731-15-004,"A6731-16-006,A6731-16-005,A6731-16-003,A6731-17-003,A6731-12-008,A6731-13-008,A6731-10-008,A6731-19-008,A6731-10-007,A6731-15-003,A6731-18-006,A6731-14-004,A6731-18-002,"
A6731-15-005,"A6731-22-001,A6731-21-005,A6731-19-003,"
A6731-15-006,"A6731-18-009,A6731-19-007,"
A6731-15-007,"A6731-20-009,A6731-24-001,A6731-19-008,A6731-21-002,A6731-21-005,A6731-21-007,"
A6731-31-009,"A6731-22-005,A6731-37-002,A6731-41-008,A6731-38-010,A6731-45-001,A6731-35-008,A6731-34-003,A6731-34-002,A6731-39-004,"
A6731-15-001,"A6731-09-009,"
A6731-15-002,"A6731-11-009,A6731-10-006,A6731-11-004,A6731-11-006,A6731-13-001,"
A6731-15-003,"A6731-16-001,A6731-17-003,A6731-15-004,A6731-11-008,A6731-14-004,A6731-18-003,"
A6732-26-007,"A6732-28-002,A6732-32-002,A6732-31-009,A6732-26-008,A6732-26-004,A6732-26-003,"
A6733-39-008,"A6733-39-007,A6733-38-010,A6733-40-003,"
A6732-26-005,"A6732-26-006,A6732-27-008,A6732-26-002,"
A6732-26-004,"A6732-26-007,A6732-26-003,A6732-26-002,"
A6731-15-008,"A6731-20-007,A6731-23-002,A6731-26-001,"
A6731-15-009,"A6731-22-002,A6731-31-001,A6731-24-002,A6731-24-010,A6731-24-007,A6731-25-002,A6731-21-005,A6731-23-008,A6731-23-006,A6731-19-010,"
A6737-12-004,"A6737-12-009,A6737-12-002,A6737-13-001,A6737-13-002,"
A6734-30-008,"A6734-32-006,A6734-26-004,A6734-30-003,A6734-28-005,A6734-31-006,A6734-31-009,A6734-22-008,A6734-36-002,A6734-36-003,A6734-28-008,"
A6734-30-009,"A6734-32-005,A6734-35-006,A6734-39-004,A6734-40-007,A6734-28-007,A6734-31-008,A6734-36-004,A6734-33-003,A6734-37-001,A6734-28-008,"
A6734-30-004,"A6734-32-002,A6734-27-009,A6734-26-009,A6734-21-005,A6734-30-005,A6734-35-001,A6734-18-010,A6734-26-003,A6734-27-007,A6734-23-008,A6734-28-005,A6734-30-001,A6734-31-005,A6734-29-003,"
A6734-30-005,"A6734-32-001,A6734-26-009,A6734-30-004,A6734-30-007,A6734-30-001,A6734-30-010,A6734-29-008,A6734-28-002,A6734-22-009,A6734-33-005,A6734-36-003,A6734-29-005,"
A6734-30-006,"A6734-32-002,A6734-32-001,A6734-30-010,A6734-31-003,A6734-23-010,A6734-29-006,"
A6734-30-007,"A6737-03-003,A6737-03-001,A6734-30-005,A6734-26-007,A6734-26-006,A6734-34-004,A6734-26-002,A6734-28-007,A6734-25-008,A6734-33-005,A6734-30-003,A6734-36-004,A6734-29-005,"
A6734-30-001,"A6734-27-007,A6734-21-009,A6734-23-008,A6734-26-008,A6734-21-005,A6734-30-004,A6734-30-005,A6734-23-007,A6734-26-003,A6734-23-003,A6734-25-008,A6734-30-002,A6734-28-002,A6734-20-009,A6734-20-008,A6734-29-007,A6734-25-005,A6734-25-003,"
A6734-30-002,"A6734-15-007,A6734-15-008,A6734-30-001,A6734-27-006,A6734-23-010,A6734-20-009,A6734-29-003,A6734-29-001,A6734-36-002,A6734-29-007,A6734-36-001,A6734-28-001,A6734-19-007,A6734-24-008,A6734-24-005,A6734-24-004,A6734-32-002,A6734-32-001,A6734-23-009,A6734-20-010,A6734-28-003,A6734-25-008,A6734-25-006,A6734-25-007,A6734-25-005,A6734-25-002,A6734-33-001,"
A6734-30-003,"A6734-30-008,A6734-23-008,A6734-19-008,A6734-25-002,A6734-26-006,A6734-26-002,A6734-31-001,A6734-24-008,A6734-30-007,A6734-22-008,A6734-36-002,"
A6732-27-010,"A6732-27-008,A6732-27-009,A6732-36-002,A6732-27-005,"
A6732-64-009,"A6732-63-008,A6732-64-008,A6732-63-007,"
A6732-64-008,"A6732-63-006,A6732-62-007,A6732-64-009,A6732-63-007,A6732-64-005,A6732-64-004,A6732-63-008,"
A6732-64-005,"A6732-63-006,A6732-64-008,A6732-63-005,A6732-64-004,A6732-64-007,A6732-64-006,A6732-64-003,"
A6732-64-004,"A6732-62-007,A6732-63-002,A6732-64-005,A6732-64-008,A6732-63-005,"
A6732-64-007,"A6732-64-005,A6732-64-006,A6732-63-006,"
A6732-64-006,"A6732-63-002,A6732-63-003,A6732-63-006,A6732-63-004,A6732-63-005,A6732-64-005,A6732-64-007,A6732-64-003,A6732-64-002,"
A6709-07-002,
A6732-64-003,"A6732-64-005,A6732-63-003,A6732-64-006,A6732-63-006,A6732-63-004,"
A6732-64-002,"A6732-63-002,A6732-63-003,A6732-64-006,A6732-62-002,"
A6733-22-008,"A6733-24-002,A6733-19-010,A6733-22-005,A6733-24-007,"
A6712-06-010,
A6701-27-002,
A6731-25-009,"A6731-25-010,A6731-29-002,A6731-25-008,A6731-30-008,"
A6733-22-001,"A6733-21-003,A6733-21-002,A6733-22-007,A6733-21-004,"
A6733-22-002,"A6733-22-010,A6733-22-006,A6733-22-007,A6733-27-001,A6733-27-002,A6733-21-004,"
A6733-22-003,"A6733-24-007,A6733-17-008,A6733-22-004,A6733-17-009,A6733-22-005,A6733-19-008,A6733-19-007,"
A6733-22-004,"A6733-22-003,A6733-17-008,A6733-24-007,A6733-22-006,"
A6733-22-005,"A6733-22-008,A6733-19-010,A6733-22-003,A6733-19-008,"
A6733-22-006,"A6733-22-004,A6733-22-002,A6733-17-008,A6733-24-007,"
