area,week,male,female,delay(avg),young,middle,old,total,neighbor-total,result_label
A6731-31,44,1,1,3.0,0,2,0,2,2,x
A6731-31,45,1,0,6.0,0,1,0,1,6,x
A6731-31,48,0,1,1.0,0,0,1,1,0,x
A6731-32,33,0,1,3.0,0,0,1,1,7,x
A6731-32,34,2,0,4.5,0,2,0,2,19,x
A6731-32,35,1,1,4.5,0,2,0,2,27,x
A6731-32,36,2,4,2.1666666666666665,0,5,1,6,58,x
A6731-32,37,6,3,3.4444444444444446,1,6,1,9,59,x
A6731-32,38,9,3,2.6666666666666665,2,9,1,12,49,x
A6731-32,39,8,2,2.0,0,9,1,10,76,x
A6731-32,40,0,3,2.6666666666666665,0,3,0,3,32,x
A6731-32,41,2,3,3.2,1,3,1,5,38,x
A6731-32,42,3,2,3.8,0,3,1,5,19,x
A6731-32,50,1,0,2.0,0,1,0,1,1,x
A6731-33,34,4,2,3.6666666666666665,2,3,1,6,13,x
A6731-33,35,2,2,4.25,0,3,1,4,20,x
A6731-33,36,2,2,2.25,0,3,1,4,42,x
A6731-33,37,7,6,3.1538461538461537,2,6,4,13,33,x
A6731-33,38,10,7,3.588235294117647,0,11,6,17,24,x
A6731-33,39,3,7,4.2,0,9,1,10,33,x
A6731-33,40,4,1,1.8,0,4,1,5,14,x
A6731-33,41,5,4,1.6666666666666667,0,5,3,9,20,x
A6731-33,42,0,2,0.5,0,2,0,2,12,x
A6731-33,43,4,4,1.375,1,7,0,8,6,x
A6731-33,44,2,1,2.0,0,3,0,3,4,x
A6731-33,45,1,0,1.0,0,1,0,1,0,x
A6731-33,28,1,0,5.0,0,1,0,1,0,x
A6731-38,33,0,1,2.0,0,0,1,1,2,x
A6731-38,34,1,5,4.5,0,4,2,6,18,x
A6731-38,35,2,4,4.166666666666667,1,3,2,6,17,x
A6731-38,36,10,9,3.789473684210526,0,15,4,19,34,x
A6731-38,37,3,5,3.0,0,6,2,8,51,x
A6731-38,38,3,2,3.4,0,5,0,5,43,x
A6731-38,39,5,6,2.3636363636363638,0,9,2,11,61,x
A6731-38,40,5,2,3.4285714285714284,2,5,0,7,23,x
A6731-38,41,3,2,0.8,0,3,2,5,33,x
A6731-38,42,2,1,7.333333333333333,0,1,2,3,15,x
A6731-38,43,0,2,1.0,0,1,1,2,14,x
A6731-38,44,1,0,8.0,0,0,1,1,7,x
A6731-38,49,0,1,0.0,0,1,0,1,1,x
A6731-38,31,1,0,4.0,0,0,1,1,0,x
A6731-39,36,0,3,5.666666666666667,1,2,0,3,16,x
A6731-39,37,3,0,5.333333333333333,0,3,0,3,26,x
A6731-39,38,0,3,4.0,1,0,2,3,26,x
A6731-39,39,0,2,3.0,0,2,0,2,30,x
A6731-39,40,1,3,2.0,0,3,1,4,17,x
A6731-39,41,3,0,5.0,0,3,0,3,30,x
A6731-39,45,2,0,3.0,0,2,0,2,2,x
A6732-40,32,1,1,3.5,0,1,1,2,1,x
A6732-40,35,1,2,3.3333333333333335,0,2,1,3,15,x
A6732-40,36,2,2,2.75,0,2,2,4,20,x
A6732-40,37,1,4,3.6,1,3,1,5,31,x
A6732-40,38,2,1,3.6666666666666665,1,1,1,3,33,x
A6732-40,39,4,3,3.5714285714285716,1,4,2,7,60,x
A6732-40,40,6,7,2.3076923076923075,1,9,3,13,48,x
A6732-40,41,2,2,2.5,0,2,2,4,47,x
A6732-40,42,4,2,1.5,0,5,1,6,26,x
A6732-40,43,1,1,2.5,0,2,0,2,23,x
A6732-40,44,1,0,0.0,0,1,0,1,15,x
A6732-40,47,0,1,2.0,0,1,0,1,3,x
A6732-40,51,1,0,1.0,0,1,0,1,0,x
A6732-40,26,1,0,3.0,1,0,0,1,0,x
A6732-41,33,0,1,3.0,0,0,0,1,0,x
A6732-41,35,0,1,3.0,1,0,0,1,3,x
A6732-41,36,0,1,4.0,0,1,0,1,3,x
A6732-41,37,3,2,3.0,1,4,0,5,10,x
A6732-41,38,0,3,3.0,0,3,0,3,4,x
A6732-41,39,2,2,1.75,1,2,1,4,8,x
A6732-41,40,3,2,2.0,0,5,0,5,4,x
A6732-41,41,2,1,2.3333333333333335,0,2,1,3,9,x
A6732-41,42,2,1,2.0,0,2,1,3,0,x
A6732-41,43,0,3,6.333333333333333,0,3,0,3,4,x
A6732-41,45,1,0,4.0,0,0,1,1,2,x
A6732-41,49,1,2,1.6666666666666667,0,3,0,3,0,x
A6732-42,35,0,1,3.0,0,1,0,1,3,x
A6732-42,36,1,1,2.5,0,1,1,2,6,x
A6732-42,37,2,0,2.5,0,1,1,2,24,x
A6732-42,38,1,1,1.5,0,0,1,2,30,x
A6732-42,39,1,1,3.0,0,2,0,2,16,x
A6732-42,40,1,2,2.0,0,3,0,3,22,x
A6732-42,41,0,1,1.0,0,1,0,1,14,x
A6732-42,42,0,1,8.0,0,1,0,1,12,x
A6732-42,43,2,1,3.0,0,3,0,3,19,x
A6732-42,45,0,1,2.0,0,0,1,1,10,x
A6732-42,46,1,0,4.0,0,1,0,1,5,x
A6732-43,34,1,0,1.0,0,1,0,1,1,x
A6732-43,36,0,1,3.0,0,1,0,1,7,x
A6732-43,37,2,0,1.5,0,2,0,2,20,x
A6732-43,38,2,4,2.0,0,5,1,6,23,x
A6732-43,40,2,2,4.0,0,3,1,4,22,x
A6732-43,41,1,1,2.5,0,1,1,2,15,x
A6732-43,42,1,2,0.6666666666666666,0,3,0,3,9,x
A6732-43,43,2,0,1.0,1,1,0,2,22,x
A6732-43,45,0,1,3.0,0,0,1,1,12,x
A6732-43,46,1,0,1.0,0,1,0,1,6,x
A6732-44,34,1,1,2.5,0,1,0,2,5,x
A6732-44,35,0,2,2.5,0,2,0,2,6,x
A6732-44,36,0,3,2.3333333333333335,0,2,0,3,32,x
A6732-44,37,1,11,2.25,1,8,3,12,51,x
A6732-44,38,5,4,4.888888888888889,0,5,4,9,62,x
A6732-44,39,2,3,1.4,0,3,2,5,64,x
A6732-44,40,2,1,3.3333333333333335,3,0,0,3,63,x
A6732-44,41,3,1,2.75,0,4,0,4,54,x
A6732-44,42,0,1,0.0,0,0,0,1,36,x
A6732-44,43,0,2,3.0,0,1,1,2,57,x
A6732-44,44,0,2,4.0,0,2,0,2,21,x
A6732-44,46,1,0,0.0,0,1,0,1,17,x
A6732-45,34,1,1,2.0,0,2,0,2,4,x
A6732-45,35,1,1,5.0,0,2,0,2,7,x
A6732-45,36,0,4,3.75,1,3,0,4,16,x
A6732-45,37,2,1,3.0,0,2,1,3,32,x
A6732-45,38,4,2,2.8333333333333335,1,4,1,6,41,x
A6732-45,39,6,2,4.0,1,3,4,8,47,x
A6732-45,40,1,6,2.142857142857143,2,1,4,7,54,x
A6732-45,41,4,4,3.625,0,5,3,8,29,x
A6732-45,42,3,2,3.4,4,1,0,5,23,x
A6732-45,43,1,1,0.5,0,2,0,2,26,x
A6732-45,44,0,1,1.0,0,1,0,1,12,x
A6732-45,45,1,2,5.0,0,3,0,3,7,x
A6710-02,35,1,0,2.0,0,1,0,1,1,x
A6732-47,35,1,0,2.0,0,1,0,1,4,x
A6732-47,37,1,1,3.0,0,0,2,2,14,x
A6732-47,38,3,4,2.7142857142857144,0,5,2,7,34,x
A6732-47,39,0,1,1.0,0,0,1,1,35,x
A6732-47,40,1,1,1.5,0,1,1,2,33,x
A6732-47,41,0,2,1.5,0,2,0,2,22,x
A6732-47,42,0,3,0.6666666666666666,0,2,1,3,16,x
A6732-47,43,2,3,2.4,0,3,2,5,15,x
A6732-47,44,2,0,0.0,0,1,1,2,7,x
A6732-47,45,1,1,1.0,0,2,0,2,7,x
A6732-47,46,2,1,5.0,1,0,2,3,7,x
A6732-47,47,1,1,3.0,0,1,1,2,1,x
A6732-47,48,1,2,1.6666666666666667,0,1,2,3,0,x
A6732-48,37,1,4,4.4,1,4,0,5,26,x
A6732-48,38,2,1,2.0,0,2,1,3,35,x
A6732-48,39,2,6,2.75,0,5,3,8,46,x
A6732-48,40,10,2,1.25,0,9,3,12,48,x
A6732-48,41,6,3,1.7777777777777777,0,6,3,9,31,x
A6732-48,42,2,4,2.3333333333333335,1,2,3,6,20,x
A6732-48,43,2,3,0.8,0,4,0,5,16,x
A6732-48,44,1,3,2.5,1,3,0,4,6,x
A6732-48,45,1,3,2.75,0,2,2,4,5,x
A6732-48,46,2,0,5.0,0,1,1,2,1,x
A6732-48,47,1,1,1.0,0,2,0,2,1,x
A6732-48,48,0,3,1.0,0,1,2,3,0,x
A6732-48,52,1,0,7.0,0,0,1,1,0,x
A6732-49,33,0,1,8.0,0,1,0,1,0,x
A6732-49,35,0,1,2.0,0,1,0,1,3,x
A6732-49,36,0,4,4.25,0,4,0,4,6,x
A6732-49,37,1,0,2.0,1,0,0,1,14,x
A6732-49,38,3,6,2.3333333333333335,1,5,3,9,21,x
A6732-49,39,0,1,2.0,0,0,1,1,24,x
A6732-49,40,3,1,2.0,1,2,1,4,28,x
A6732-49,41,3,0,1.0,0,2,1,3,23,x
A6710-08,42,1,0,1.0,0,1,0,1,0,x
A6710-08,36,1,1,3.0,0,2,0,2,7,x
A6710-08,39,1,0,2.0,0,1,0,1,1,x
A6715-07,40,1,0,4.0,0,1,0,1,0,x
A6715-07,41,1,0,4.0,0,0,1,1,3,x
A6715-07,36,0,1,3.0,0,0,1,1,1,x
A6715-05,43,2,0,2.0,0,2,0,2,0,x
A6715-05,36,1,0,3.0,0,1,0,1,2,x
A6715-05,37,1,0,4.0,0,1,0,1,2,x
A6715-05,39,0,1,5.0,0,1,0,1,0,x
A6715-04,41,0,1,2.0,0,1,0,1,1,x
A6715-03,40,1,0,2.0,1,0,0,1,0,x
A6715-03,41,0,1,27.0,0,1,0,1,1,x
A6715-03,42,1,1,2.0,0,2,0,2,0,x
A6715-03,36,0,1,3.0,0,1,0,1,1,x
A6715-03,37,0,1,1.0,1,0,0,1,1,x
A6715-02,34,1,0,1.0,0,1,0,1,0,x
A6715-02,36,0,1,2.0,0,1,0,1,0,x
A6715-01,39,1,0,3.0,0,0,1,1,2,x
A6715-09,41,1,0,0.0,0,0,1,1,1,x
A6715-09,42,0,1,2.0,0,1,0,1,1,x
A6715-09,44,1,0,3.0,0,1,0,1,0,x
A6715-09,37,0,1,2.0,0,1,0,1,1,x
A6715-09,38,2,0,3.5,0,0,2,2,1,x
A6715-08,32,0,1,5.0,0,1,0,1,0,x
A6715-08,41,0,1,5.0,0,1,0,1,2,x
A6715-08,42,1,0,1.0,0,0,1,1,1,x
A6715-08,38,1,0,3.0,0,1,0,1,2,x
A6412-F1,49,0,1,9.0,0,1,0,1,0,x
A6424-03,38,0,1,3.0,1,0,0,1,0,x
A6401-07,40,1,0,3.0,0,1,0,1,0,x
A6727-08,35,1,0,10.0,0,1,0,1,1,x
A6727-08,36,1,2,2.6666666666666665,0,2,1,3,6,x
A6727-08,37,1,2,2.3333333333333335,0,3,0,3,10,x
A6727-08,38,1,1,4.5,0,2,0,2,14,x
A6727-08,39,3,2,3.6,1,4,0,5,17,x
A6727-08,41,0,1,1.0,0,0,1,1,8,x
A6727-08,45,0,1,1.0,0,1,0,1,2,x
A6727-09,37,1,1,1.5,0,2,0,2,7,x
A6727-09,38,2,2,2.25,0,3,0,4,10,x
A6727-09,39,3,1,2.5,0,2,2,4,16,x
A6727-09,40,3,0,2.6666666666666665,0,3,0,3,1,x
A6727-09,41,0,2,1.5,0,2,0,2,5,x
A6727-09,42,1,1,0.5,0,1,1,2,3,x
A6727-09,44,0,1,2.0,0,1,0,1,3,x
A6727-09,45,0,1,8.0,0,1,0,1,2,x
A6727-09,46,2,0,1.0,0,1,1,2,1,x
A6727-06,34,1,0,3.0,0,1,0,1,3,x
A6727-06,43,1,0,1.0,0,1,0,1,1,x
A6727-06,36,1,0,4.0,0,1,0,1,6,x
A6727-06,38,1,2,2.6666666666666665,0,1,1,3,9,x
A6727-06,39,0,2,3.0,0,2,0,2,15,x
A6727-07,34,1,2,2.6666666666666665,1,2,0,3,1,x
A6727-07,36,1,0,2.0,0,1,0,1,6,x
A6727-07,37,1,0,7.0,0,1,0,1,8,x
A6727-07,39,0,1,1.0,0,1,0,1,16,x
A6727-07,41,0,1,3.0,0,1,0,1,6,x
A6727-07,42,0,1,1.0,0,0,1,1,3,x
A6727-07,43,1,0,1.0,0,1,0,1,1,x
A6727-07,45,0,1,6.0,0,1,0,1,2,x
A6727-04,36,1,1,3.5,1,1,0,2,11,x
A6727-04,37,1,2,2.6666666666666665,1,2,0,3,17,x
A6727-04,38,1,0,7.0,0,1,0,1,27,x
A6727-04,39,2,2,3.25,1,3,0,4,23,x
A6727-04,40,1,1,13.5,0,2,0,2,11,x
A6727-04,41,3,0,0.6666666666666666,0,3,0,3,10,x
A6727-04,44,0,1,1.0,0,1,0,1,5,x
A6727-04,46,1,1,2.0,0,0,2,2,1,x
A6727-04,29,0,1,13.0,0,1,0,1,0,x
A6727-05,42,1,0,2.0,0,1,0,1,5,x
A6727-05,38,1,1,3.5,0,1,1,2,15,x
A6727-05,39,0,1,1.0,0,1,0,1,19,x
A6727-02,34,0,1,1.0,0,1,0,1,0,x
A6727-02,36,1,1,2.0,0,2,0,2,6,x
A6727-02,37,1,0,2.0,0,1,0,1,14,x
A6727-02,38,1,0,3.0,0,1,0,1,17,x
A6727-02,42,1,0,6.0,0,1,0,1,6,x
A6727-02,44,0,1,2.0,0,1,0,1,2,x
A6727-02,47,1,0,1.0,0,1,0,1,1,x
A6727-02,50,0,1,0.0,0,0,1,1,0,x
A6727-03,42,1,0,2.0,0,1,0,1,7,x
A6727-03,35,1,1,1.5,0,2,0,2,4,x
A6727-03,36,0,1,2.0,0,0,1,1,12,x
A6727-03,38,3,2,4.6,1,3,1,5,19,x
A6727-03,39,2,1,2.6666666666666665,0,3,0,3,15,x
A6727-01,35,0,1,2.0,0,1,0,1,3,x
A6727-01,36,1,0,2.0,0,1,0,1,10,x
A6727-01,37,3,0,2.0,0,3,0,3,10,x
A6727-01,38,1,0,3.0,0,1,0,1,19,x
A6727-01,40,2,1,0.6666666666666666,0,2,1,3,3,x
A6727-01,41,0,1,1.0,0,0,1,1,5,x
A6727-01,42,1,0,1.0,0,1,0,1,7,x
A6735-29,36,1,0,3.0,0,1,0,1,16,x
A6735-29,37,1,1,5.0,0,2,0,2,19,x
A6735-29,39,0,1,2.0,1,0,0,1,10,x
A6735-29,40,1,4,1.6,0,5,0,5,9,x
A6735-29,43,2,0,3.0,0,1,1,2,3,x
A6735-29,44,0,1,1.0,0,0,1,1,5,x
A6735-28,34,0,1,3.0,0,1,0,1,3,x
A6735-28,35,0,1,3.0,0,1,0,1,3,x
A6735-28,36,1,2,4.333333333333333,0,3,0,3,7,x
A6735-28,37,1,1,6.0,0,2,0,2,7,x
A6735-28,38,2,0,3.5,0,1,1,2,11,x
A6735-28,39,0,2,4.0,0,2,0,2,5,x
A6735-28,40,1,1,1.0,0,2,0,2,7,x
A6735-28,42,1,2,3.0,0,2,1,3,1,x
A6735-28,43,1,1,3.0,0,2,0,2,5,x
A6735-28,44,0,1,4.0,0,1,0,1,5,x
A6735-28,45,0,1,1.0,0,1,0,1,4,x
A6735-28,31,1,0,7.0,0,1,0,1,1,x
A6735-23,33,0,1,8.0,0,1,0,1,1,x
A6735-23,36,2,0,1.5,0,2,0,2,8,x
A6735-23,37,2,0,2.0,0,1,1,2,9,x
A6735-23,38,3,4,2.142857142857143,1,6,0,7,10,x
A6735-23,39,0,1,1.0,0,0,1,1,11,x
A6735-23,40,1,0,1.0,0,1,0,1,10,x
A6735-23,44,0,1,5.0,0,1,0,1,3,x
A6735-23,30,1,2,3.0,0,2,0,3,1,x
A6735-22,34,2,1,3.3333333333333335,0,3,0,3,3,x
A6735-22,35,0,1,8.0,0,1,0,1,0,x
A6735-22,37,1,0,3.0,0,0,1,1,10,x
A6735-22,38,2,4,2.8333333333333335,2,3,1,6,16,x
A6735-22,39,1,1,3.0,0,2,0,2,10,x
A6735-22,40,0,4,2.25,0,4,0,4,4,x
A6735-22,41,0,2,4.5,0,2,0,2,11,x
A6735-22,42,1,1,2.0,0,2,0,2,3,x
A6735-21,34,1,1,2.0,0,2,0,2,4,x
A6735-21,37,1,1,3.0,0,2,0,2,11,x
A6735-21,38,2,3,3.4,1,3,1,5,24,x
A6735-21,39,1,1,1.5,0,2,0,2,16,x
A6735-21,41,2,1,2.0,2,1,0,3,16,x
A6735-21,42,0,1,4.0,0,0,0,1,6,x
A6735-21,43,1,1,2.0,0,2,0,2,4,x
A6735-21,52,1,0,2.0,0,1,0,1,0,x
A6735-20,35,1,0,1.0,0,1,0,1,1,x
A6735-20,36,5,1,2.8333333333333335,0,6,0,6,2,x
A6735-20,37,0,1,1.0,0,1,0,1,4,x
A6735-20,38,2,1,2.3333333333333335,0,3,0,3,11,x
A6735-20,39,2,1,3.0,0,3,0,3,7,x
A6735-20,40,0,2,1.5,1,1,0,2,7,x
A6735-20,41,0,2,1.0,0,1,1,2,11,x
A6735-20,42,0,1,2.0,0,1,0,1,2,x
A6735-27,35,1,0,9.0,0,0,1,1,3,x
A6735-27,36,0,1,8.0,0,1,0,1,12,x
A6735-27,37,1,1,4.0,0,2,0,2,13,x
A6735-27,38,1,0,1.0,0,1,0,1,11,x
A6735-27,39,0,2,2.0,0,2,0,2,11,x
A6735-27,40,2,0,2.0,1,1,0,2,12,x
A6735-27,41,1,0,1.0,0,1,0,1,11,x
A6735-27,43,0,1,2.0,0,1,0,1,5,x
A6735-27,44,0,1,2.0,1,0,0,1,2,x
A6735-26,33,0,1,5.0,0,1,0,1,2,x
A6735-26,34,1,1,2.5,0,2,0,2,3,x
A6735-26,36,1,0,3.0,0,1,0,1,9,x
A6735-26,37,3,2,2.2,0,4,1,5,18,x
A6735-26,38,1,0,2.0,0,1,0,1,17,x
A6735-26,39,0,1,0.0,0,1,0,1,14,x
A6735-26,40,0,1,3.0,0,1,0,1,15,x
A6735-26,41,1,0,4.0,0,1,0,1,6,x
A6735-26,44,1,0,3.0,1,0,0,1,5,x
A6735-25,41,0,1,0.0,0,1,0,1,3,x
A6735-25,35,0,1,2.0,0,0,1,1,3,x
A6735-25,36,0,1,2.0,0,1,0,1,10,x
A6735-25,37,0,2,6.5,0,2,0,2,9,x
A6735-25,38,2,1,1.6666666666666667,0,3,0,3,3,x
A6735-24,34,1,0,4.0,0,0,1,1,5,x
A6735-24,36,0,1,2.0,0,0,1,1,5,x
A6735-24,37,0,1,1.0,0,1,0,1,8,x
A6735-24,38,1,3,2.25,1,3,0,4,21,x
A6735-24,39,1,3,1.5,0,3,1,4,10,x
A6735-24,40,0,1,32.0,0,0,1,1,15,x
A6735-24,41,1,0,2.0,0,1,0,1,19,x
A6735-24,42,0,1,0.0,0,1,0,1,6,x
A6730-02,45,1,0,6.0,0,0,1,1,1,x
A6730-02,38,1,0,4.0,0,1,0,1,4,x
A6730-01,48,1,0,4.0,0,1,0,1,2,x
A6730-01,44,1,0,4.0,0,1,0,1,5,x
A6718-15,35,1,0,2.0,0,1,0,1,7,x
A6718-15,36,0,1,3.0,0,1,0,1,2,x
A6718-15,37,0,1,3.0,0,1,0,1,10,x
A6718-15,38,2,0,2.5,1,0,1,2,11,x
A6718-15,39,1,0,6.0,0,1,0,1,7,x
A6718-15,40,1,0,1.0,0,0,1,1,7,x
A6718-15,41,1,2,2.6666666666666665,0,1,2,3,6,x
A6718-15,43,1,0,1.0,0,1,0,1,4,x
A6718-15,44,1,0,10.0,0,0,1,1,6,x
A6718-15,46,3,0,2.0,0,1,2,3,5,x
A6718-15,47,2,1,2.0,0,3,0,3,2,x
A6718-15,48,0,1,2.0,0,0,1,1,5,x
A6718-15,49,0,1,2.0,0,0,1,1,1,x
A6718-15,30,1,0,2.0,0,1,0,1,0,x
A6718-14,35,1,1,3.5,0,2,0,2,10,x
A6718-14,37,1,0,4.0,0,1,0,1,15,x
A6718-14,39,0,1,2.0,0,1,0,1,9,x
A6718-14,40,1,0,7.0,0,1,0,1,7,x
A6718-14,41,1,0,5.0,0,1,0,1,9,x
A6718-14,42,1,1,4.0,0,2,0,2,6,x
A6718-13,35,0,1,6.0,0,1,0,1,4,x
A6718-13,36,1,0,2.0,0,1,0,1,1,x
A6718-13,39,0,1,2.0,0,1,0,1,3,x
A6718-13,40,1,0,1.0,0,1,0,1,3,x
A6718-13,41,2,0,1.5,0,2,0,2,5,x
A6718-13,42,1,0,2.0,0,1,0,1,2,x
A6718-13,44,2,0,2.0,0,1,1,2,1,x
A6718-13,45,1,0,1.0,0,1,0,1,1,x
A6718-12,35,1,0,2.0,0,1,0,1,8,x
A6718-12,38,0,1,5.0,0,1,0,1,8,x
A6718-12,39,0,1,2.0,0,0,1,1,10,x
A6718-12,40,1,0,1.0,0,1,0,1,15,x
A6718-12,41,0,1,1.0,0,1,0,1,14,x
A6718-12,43,1,0,1.0,0,1,0,1,10,x
A6718-12,45,1,0,2.0,1,0,0,1,2,x
A6718-12,47,1,0,7.0,0,1,0,1,6,x
A6718-11,35,1,0,5.0,0,1,0,1,2,x
A6718-11,36,1,2,2.3333333333333335,0,3,0,3,3,x
A6718-11,37,2,2,3.25,0,3,1,4,3,x
A6718-11,38,1,0,2.0,0,1,0,1,2,x
A6718-11,39,1,0,6.0,0,1,0,1,4,x
A6718-11,41,0,3,3.3333333333333335,0,2,1,3,5,x
A6718-11,44,1,0,1.0,0,0,1,1,5,x
A6718-11,48,1,0,3.0,0,1,0,1,1,x
A6718-11,49,1,0,0.0,0,1,0,1,0,x
A6718-10,35,1,0,2.0,0,1,0,1,5,x
A6718-10,36,1,0,2.0,0,1,0,1,7,x
A6718-10,37,1,1,5.0,1,1,0,2,8,x
A6718-10,38,1,0,3.0,0,1,0,1,8,x
A6718-10,40,0,1,1.0,0,1,0,1,15,x
A6718-10,41,1,1,3.5,0,2,0,2,9,x
A6718-10,43,0,1,2.0,0,1,0,1,5,x
A6718-10,44,1,1,2.0,0,2,0,2,7,x
A6718-10,45,1,0,6.0,0,0,1,1,1,x
A6718-10,46,3,1,1.5,0,2,2,4,3,x
A6718-10,48,1,0,3.0,0,1,0,1,5,x
A6713-05,35,0,1,4.0,0,1,0,1,2,x
A6713-05,36,0,1,9.0,0,1,0,1,0,x
A6713-05,37,1,1,4.0,0,2,0,2,2,x
A6713-07,42,1,0,3.0,0,0,1,1,1,x
A6713-07,35,0,1,2.0,0,0,1,1,1,x
A6713-07,37,0,1,2.0,0,1,0,1,2,x
A6713-06,34,0,1,5.0,0,1,0,1,3,x
A6713-06,43,0,1,5.0,0,1,0,1,0,x
A6713-06,39,0,1,5.0,0,1,0,1,2,x
A6713-02,40,0,1,1.0,0,1,0,1,0,x
A6713-02,36,1,1,6.5,1,1,0,2,0,x
A6701-01,39,0,1,6.0,0,1,0,1,1,x
A6713-09,48,0,1,4.0,0,1,0,1,0,x
A6713-09,35,0,1,3.0,1,0,0,1,1,x
A6713-09,37,0,1,2.0,0,0,1,1,2,x
A6713-09,39,1,0,2.0,0,0,0,1,5,x
A6713-08,33,1,0,7.0,0,0,1,1,0,x
A6713-08,34,2,1,3.3333333333333335,0,2,1,3,1,x
A6713-08,36,2,2,4.0,0,2,2,4,1,x
A6713-08,38,0,1,1.0,0,1,0,1,0,x
A6713-08,39,1,0,2.0,0,0,1,1,3,x
A6713-08,44,0,1,0.0,0,0,1,1,1,x
A6405-17,48,1,0,4.0,0,0,1,1,0,x
A6720-06,37,0,1,1.0,0,1,0,1,5,x
A6720-06,38,2,1,2.6666666666666665,0,2,1,3,7,x
A6712-07,35,0,1,7.0,1,0,0,1,2,x
A6712-07,39,1,0,2.0,0,0,1,1,10,x
A6733-21,34,0,3,3.3333333333333335,0,3,0,3,8,x
A6733-21,35,2,0,3.0,1,0,1,2,14,x
A6733-21,36,1,8,1.6666666666666667,0,4,5,9,40,x
A6733-21,37,6,3,3.4444444444444446,2,5,2,9,67,x
A6733-21,38,4,12,2.8125,1,9,5,16,89,x
A6733-21,39,15,4,4.052631578947368,1,12,6,19,93,x
A6733-21,40,3,6,2.0,0,3,6,9,47,x
A6733-21,41,3,5,1.875,0,5,3,8,37,x
A6733-21,42,6,8,1.1428571428571428,0,8,6,14,26,x
A6733-21,43,9,2,1.8181818181818181,0,9,2,11,13,x
A6733-21,44,2,0,1.0,1,0,1,2,18,x
A6733-21,45,2,1,2.6666666666666665,0,2,1,3,12,x
A6733-20,34,1,0,2.0,1,0,0,1,39,x
A6733-20,35,2,1,4.666666666666667,0,1,2,3,54,x
A6733-20,36,3,5,2.0,1,3,4,8,168,x
A6733-20,37,3,7,3.5,0,5,3,10,227,x
A6733-20,38,4,12,2.3125,0,9,6,16,172,x
A6733-20,39,6,11,2.6470588235294117,2,6,9,17,176,x
A6733-20,40,7,2,3.2222222222222223,0,5,4,9,101,x
A6733-20,41,2,6,2.25,0,5,3,8,80,x
A6733-20,42,2,3,1.4,0,5,0,5,63,x
A6733-20,43,1,3,1.25,0,4,0,4,39,x
A6733-20,44,4,2,1.5,0,4,2,6,35,x
A6733-20,45,1,1,0.5,0,2,0,2,16,x
A6733-20,49,1,0,2.0,0,0,1,1,0,x
A6733-23,36,2,1,3.0,0,2,1,3,22,x
A6733-23,37,6,4,3.3,1,6,3,10,33,x
A6733-23,38,3,5,3.5,1,5,2,8,27,x
A6733-23,39,6,6,2.8333333333333335,0,7,5,12,39,x
A6733-23,40,5,4,1.6666666666666667,2,5,2,9,42,x
A6733-23,41,1,8,1.2222222222222223,0,7,2,9,26,x
A6733-23,42,5,0,1.2,0,5,0,5,15,x
A6733-23,43,5,1,1.6666666666666667,0,3,2,6,12,x
A6733-23,44,2,0,4.0,0,2,0,2,8,x
A6733-23,45,0,1,1.0,0,1,0,1,6,x
A6733-23,46,0,1,1.0,0,0,1,1,6,x
A6733-22,33,3,0,3.6666666666666665,0,2,1,3,4,x
A6733-22,34,1,0,15.0,0,0,1,1,11,x
A6733-22,35,1,0,3.0,0,0,1,1,17,x
A6733-22,36,4,6,2.9,1,6,3,10,44,x
A6733-22,37,8,5,2.076923076923077,1,6,6,13,55,x
A6733-22,38,11,11,2.590909090909091,1,11,10,22,96,x
A6733-22,39,12,10,2.8181818181818183,2,16,4,22,93,x
A6733-22,40,10,9,1.736842105263158,2,11,6,19,67,x
A6733-22,41,2,4,3.3333333333333335,0,2,3,6,41,x
A6733-22,42,1,4,1.4,0,3,2,5,39,x
A6733-22,43,1,2,3.0,0,2,1,3,20,x
A6733-22,44,1,0,2.0,0,1,0,1,25,x
A6733-22,45,0,1,0.0,0,0,1,1,17,x
A6733-22,46,0,1,1.0,0,1,0,1,4,x
A6733-22,48,1,0,3.0,0,1,0,1,0,x
A6733-25,33,2,3,4.2,0,2,3,5,0,x
A6733-25,34,3,10,2.6923076923076925,2,7,4,13,2,x
A6733-25,35,5,3,3.75,0,4,4,8,5,x
A6733-25,36,3,7,4.9,1,4,5,10,22,x
A6733-25,37,6,7,4.384615384615385,2,8,3,13,32,x
A6733-25,38,3,5,3.125,0,6,2,8,36,x
A6733-25,39,4,4,2.375,1,3,4,8,41,x
A6733-25,40,3,3,2.1666666666666665,0,3,3,6,35,x
A6733-25,41,2,3,1.2,0,4,1,5,26,x
A6733-25,42,3,1,0.75,0,2,2,4,14,x
A6733-25,43,0,1,8.0,0,1,0,1,14,x
A6733-25,44,0,1,2.0,0,0,1,1,10,x
A6733-25,46,4,0,1.0,1,2,1,4,1,x
A6733-24,33,1,1,5.0,0,2,0,2,7,x
A6733-24,34,1,0,4.0,0,1,0,1,10,x
A6733-24,35,2,1,2.0,0,2,1,3,16,x
A6733-24,36,3,3,2.6666666666666665,1,3,2,6,47,x
A6733-24,37,5,0,2.6,0,0,5,5,63,x
A6733-24,38,8,8,2.125,1,9,6,16,81,x
A6733-24,39,7,7,2.2857142857142856,2,10,1,14,79,x
