area,week,male,female,delay(avg),young,middle,old,total,neighbor-total,result_label
A6736-06,37,1,1,2.5,1,1,0,2,9,x
A6736-06,38,5,1,3.1666666666666665,1,4,1,6,21,x
A6736-06,39,3,2,3.6,2,2,1,5,30,x
A6736-06,40,3,3,2.3333333333333335,0,5,1,6,38,x
A6736-06,41,3,0,2.0,0,2,1,3,27,x
A6736-06,42,2,2,1.5,0,3,1,4,17,x
A6736-06,43,2,1,2.0,0,2,1,3,4,x
A6736-06,45,0,1,1.0,0,0,1,1,6,x
A6736-06,48,0,1,1.0,0,1,0,1,2,x
A6736-06,49,0,1,7.0,0,1,0,1,2,x
A6736-06,50,0,1,2.0,0,1,0,1,1,x
A6736-06,29,1,0,2.0,0,0,1,1,0,x
A6736-07,32,1,0,2.0,0,1,0,1,1,x
A6736-07,35,0,2,2.5,0,2,0,2,7,x
A6736-07,36,1,0,1.0,1,0,0,1,15,x
A6736-07,37,3,5,4.0,0,7,1,8,28,x
A6736-07,38,1,3,4.25,0,3,1,4,36,x
A6736-07,39,1,5,4.666666666666667,0,5,1,6,21,x
A6736-07,40,3,2,3.6,0,5,0,5,18,x
A6736-07,41,0,1,1.0,0,1,0,1,9,x
A6736-07,42,0,1,5.0,0,0,1,1,9,x
A6736-07,43,1,1,2.0,0,2,0,2,6,x
A6736-07,44,1,1,4.5,0,1,1,2,7,x
A6736-07,45,1,1,1.0,0,1,0,2,4,x
A6736-07,46,0,2,5.0,1,1,0,2,0,x
A6736-07,49,0,1,4.0,0,1,0,1,0,x
A6736-08,32,0,1,2.0,0,1,0,1,1,x
A6736-08,33,0,2,2.5,1,1,0,2,2,x
A6736-08,35,1,2,3.6666666666666665,0,2,0,3,5,x
A6736-08,36,1,0,2.0,0,1,0,1,10,x
A6736-08,37,4,4,4.75,3,5,0,8,22,x
A6736-08,38,5,4,2.6666666666666665,0,6,3,9,28,x
A6736-08,39,8,5,2.3846153846153846,0,11,1,13,12,x
A6736-08,40,1,1,1.0,1,1,0,2,16,x
A6736-08,41,1,1,4.5,1,1,0,2,6,x
A6736-08,42,1,1,3.0,0,2,0,2,5,x
A6736-08,43,1,1,1.5,0,1,1,2,2,x
A6736-08,44,1,0,3.0,0,1,0,1,4,x
A6736-09,33,0,1,7.0,0,0,1,1,3,x
A6736-09,34,1,0,2.0,0,1,0,1,5,x
A6736-09,35,1,1,6.5,0,2,0,2,15,x
A6736-09,36,1,2,4.666666666666667,0,2,1,3,24,x
A6736-09,37,3,4,2.2857142857142856,0,6,1,7,48,x
A6736-09,38,2,5,3.7142857142857144,2,5,0,7,44,x
A6736-09,40,2,1,2.0,0,3,0,3,24,x
A6736-09,41,0,2,3.0,0,2,0,2,15,x
A6736-09,42,1,2,3.0,0,3,0,3,9,x
A6736-09,43,0,1,3.0,0,1,0,1,8,x
A6736-09,45,0,1,1.0,0,1,0,1,6,x
A6707-13,40,1,0,0.0,0,1,0,1,3,x
A6707-13,37,1,0,2.0,0,1,0,1,3,x
A6707-12,36,1,0,1.0,0,1,0,1,3,x
A6707-12,37,0,1,7.0,0,1,0,1,3,x
A6707-12,39,1,0,2.0,0,1,0,1,2,x
A6707-11,36,1,0,5.0,0,1,0,1,2,x
A6707-11,38,2,0,3.0,1,1,0,2,1,x
A6707-11,39,1,0,2.0,0,1,0,1,2,x
A6707-11,40,0,1,1.0,0,1,0,1,1,x
A6707-11,41,0,2,0.5,0,0,2,2,1,x
A6707-11,49,0,1,5.0,0,0,1,1,0,x
A6707-10,48,0,1,1.0,0,1,0,1,0,x
A6707-10,39,0,1,4.0,0,1,0,1,1,x
A6707-16,32,2,0,3.0,0,2,0,2,0,x
A6707-16,40,1,0,1.0,0,1,0,1,0,x
A6707-16,39,1,0,3.0,0,1,0,1,4,x
A6707-15,37,0,1,1.0,0,1,0,1,2,x
A6707-15,38,1,0,3.0,1,0,0,1,0,x
A6732-19,35,3,2,4.8,0,4,1,5,10,x
A6732-19,36,2,2,4.0,0,3,1,4,27,x
A6732-19,37,2,5,3.2857142857142856,2,3,2,7,45,x
A6732-19,38,2,4,2.6666666666666665,0,6,0,6,38,x
A6732-19,39,10,13,3.652173913043478,2,16,5,23,62,x
A6732-19,40,4,8,1.6666666666666667,0,7,5,12,48,x
A6732-19,41,6,3,1.6666666666666667,0,6,3,9,50,x
A6732-19,42,2,1,3.3333333333333335,0,2,1,3,31,x
A6732-19,43,7,3,2.0,1,7,2,10,32,x
A6732-19,44,4,5,1.3333333333333333,1,6,2,9,24,x
A6732-19,45,2,2,2.5,0,4,0,4,21,x
A6732-19,46,2,1,7.333333333333333,0,2,1,3,6,x
A6732-19,48,1,0,3.0,0,0,1,1,3,x
A6732-19,31,0,1,6.0,1,0,0,1,1,x
A6732-18,35,1,1,3.5,0,2,0,2,10,x
A6732-18,36,2,1,4.0,0,1,2,3,29,x
A6732-18,37,7,4,3.4545454545454546,1,7,3,11,47,x
A6732-18,38,5,7,3.3333333333333335,0,6,6,12,37,x
A6732-18,39,12,8,1.85,0,11,9,20,59,x
A6732-18,40,6,10,1.6875,0,10,5,16,47,x
A6732-18,41,7,5,3.5833333333333335,0,8,4,12,55,x
A6732-18,42,3,6,1.6666666666666667,0,7,2,9,18,x
A6732-18,43,2,2,2.0,0,2,2,4,39,x
A6732-18,44,3,3,2.8333333333333335,0,3,3,6,21,x
A6732-18,45,3,5,2.375,1,6,0,8,17,x
A6732-18,47,2,0,1.5,0,2,0,2,1,x
A6732-18,48,0,1,5.0,0,0,1,1,2,x
A6732-17,35,0,1,2.0,0,1,0,1,5,x
A6732-17,36,0,1,1.0,0,0,1,1,3,x
A6732-17,37,1,3,3.5,0,4,0,4,10,x
A6732-17,38,6,1,2.4285714285714284,0,4,2,7,11,x
A6732-17,39,2,2,3.5,0,4,0,4,12,x
A6732-17,40,1,0,1.0,0,1,0,1,9,x
A6732-17,41,1,0,5.0,0,0,1,1,11,x
A6732-17,43,1,2,3.6666666666666665,0,2,1,3,7,x
A6732-17,46,1,0,6.0,0,1,0,1,3,x
A6732-17,48,1,0,1.0,0,0,1,1,2,x
A6732-16,33,0,2,5.0,0,2,0,2,5,x
A6732-16,34,0,1,3.0,0,1,0,1,9,x
A6732-16,35,1,2,2.6666666666666665,0,2,0,3,7,x
A6732-16,36,1,2,3.0,0,0,3,3,10,x
A6732-16,37,3,4,4.571428571428571,1,3,3,7,18,x
A6732-16,38,4,6,3.6,1,6,3,10,27,x
A6732-16,39,5,4,4.0,0,7,2,9,45,x
A6732-16,40,8,6,2.357142857142857,0,8,6,14,40,x
A6732-16,41,15,6,2.4761904761904763,0,11,10,21,36,x
A6732-16,42,6,10,2.5,0,11,5,16,42,x
A6732-16,43,5,3,1.625,1,4,3,8,25,x
A6732-16,44,0,1,1.0,1,0,0,1,18,x
A6732-16,31,0,1,7.0,0,1,0,1,1,x
A6732-15,32,1,0,5.0,0,1,0,1,1,x
A6732-15,34,0,1,2.0,0,1,0,1,9,x
A6732-15,35,1,0,3.0,0,1,0,1,13,x
A6732-15,36,1,0,2.0,0,1,0,1,14,x
A6732-15,37,4,1,2.8,1,3,1,5,22,x
A6732-15,38,5,1,1.5,0,4,1,6,29,x
A6732-15,39,4,3,2.4285714285714284,0,4,3,7,54,x
A6732-15,40,4,3,2.857142857142857,0,5,2,7,40,x
A6732-15,41,4,1,1.8,0,0,5,5,46,x
A6732-15,42,0,4,1.5,0,1,3,4,35,x
A6732-15,43,0,3,1.3333333333333333,0,2,1,3,29,x
A6732-15,44,2,0,7.5,0,2,0,2,24,x
A6732-15,45,4,0,3.25,0,4,0,4,8,x
A6732-15,46,0,1,1.0,0,1,0,1,4,x
A6732-15,31,0,1,9.0,0,1,0,1,2,x
A6732-14,35,1,0,2.0,0,1,0,1,10,x
A6732-14,36,1,0,3.0,0,1,0,1,32,x
A6732-14,37,5,2,2.857142857142857,0,7,0,7,53,x
A6732-14,38,5,4,3.4444444444444446,0,5,4,9,52,x
A6732-14,39,2,5,2.0,1,3,3,7,71,x
A6732-14,40,5,4,2.111111111111111,2,7,0,9,47,x
A6732-14,41,6,6,1.75,1,9,2,12,49,x
A6732-14,42,2,2,2.25,0,1,3,4,30,x
A6732-14,43,3,3,3.1666666666666665,0,4,2,6,23,x
A6732-14,44,3,2,2.0,0,4,1,5,18,x
A6732-14,45,2,2,1.25,0,2,2,4,20,x
A6732-14,46,0,2,4.0,0,2,0,2,3,x
A6732-14,47,1,0,2.0,0,0,1,1,4,x
A6732-13,35,0,1,7.0,0,1,0,1,10,x
A6732-13,36,1,6,3.857142857142857,0,5,2,7,22,x
A6732-13,37,3,2,2.6,0,2,3,5,39,x
A6732-13,38,5,2,1.4285714285714286,1,5,1,7,45,x
A6732-13,39,5,3,3.0,0,5,3,8,53,x
A6732-13,40,2,0,2.0,0,2,0,2,34,x
A6732-13,41,4,1,2.4,1,2,2,5,30,x
A6732-13,42,1,4,0.8,1,1,3,5,17,x
A6732-13,43,1,0,6.0,0,1,0,1,19,x
A6732-13,44,1,0,1.0,0,1,0,1,13,x
A6732-12,32,1,0,1.0,0,1,0,1,2,x
A6732-12,33,0,6,5.833333333333333,0,5,1,6,4,x
A6732-12,34,2,0,4.0,0,2,0,2,9,x
A6732-12,35,1,0,2.0,0,1,0,1,12,x
A6732-12,36,0,1,3.0,0,0,1,1,48,x
A6732-12,37,1,0,3.0,0,1,0,1,48,x
A6732-12,38,3,1,3.25,0,2,2,4,76,x
A6732-12,39,1,4,2.8,1,4,0,5,87,x
A6732-12,40,1,3,3.5,0,4,0,4,48,x
A6732-12,41,2,3,2.8,1,2,2,5,50,x
A6732-12,42,2,0,4.5,0,1,1,2,42,x
A6732-12,43,1,0,9.0,0,0,1,1,31,x
A6732-12,44,0,1,0.0,0,0,1,1,18,x
A6732-12,45,1,0,1.0,0,0,1,1,11,x
A6732-12,46,1,1,1.5,0,2,0,2,5,x
A6732-11,32,1,0,5.0,0,1,0,1,2,x
A6732-11,33,1,1,4.5,0,1,1,2,5,x
A6732-11,34,0,1,4.0,0,1,0,1,4,x
A6732-11,35,2,2,5.0,0,1,3,4,12,x
A6732-11,36,2,0,2.0,0,1,1,2,13,x
A6732-11,37,0,3,2.6666666666666665,0,3,0,3,38,x
A6732-11,38,1,2,2.0,0,3,0,3,34,x
A6732-11,39,3,4,3.0,1,3,3,7,55,x
A6732-11,40,2,0,2.5,0,1,1,2,47,x
A6732-11,41,2,1,1.0,0,1,2,3,58,x
A6732-11,42,3,0,1.0,2,1,0,3,50,x
A6732-11,43,1,4,1.0,0,3,2,5,35,x
A6732-11,44,1,2,1.3333333333333333,0,0,1,3,18,x
A6732-11,45,0,1,1.0,0,1,0,1,16,x
A6732-11,46,0,1,3.0,0,1,0,1,10,x
A6732-11,47,1,0,1.0,0,1,0,1,5,x
A6732-11,48,0,1,2.0,1,0,0,1,2,x
A6732-11,49,2,0,1.0,0,1,1,2,0,x
A6732-10,34,1,0,3.0,0,0,1,1,13,x
A6732-10,35,1,0,3.0,0,1,0,1,11,x
A6732-10,36,5,4,2.888888888888889,1,6,2,9,54,x
A6732-10,37,2,4,3.3333333333333335,0,5,1,6,66,x
A6732-10,38,4,6,2.4,1,4,5,10,118,x
A6732-10,39,13,9,2.409090909090909,0,14,8,22,126,x
A6732-10,40,4,3,4.428571428571429,0,5,2,7,78,x
A6732-10,41,3,5,2.375,1,5,2,8,63,x
A6732-10,42,5,5,3.5,1,5,4,10,38,x
A6732-10,43,2,1,0.6666666666666666,0,1,2,3,30,x
A6732-10,44,1,3,1.75,0,2,2,4,16,x
A6732-10,45,1,1,3.5,0,2,0,2,13,x
A6732-10,46,0,1,2.0,0,0,1,1,6,x
A6732-10,47,0,1,4.0,0,0,1,1,2,x
A6703-05,37,1,0,3.0,0,0,1,1,0,x
A6703-01,40,1,0,3.0,0,1,0,1,0,x
A6703-02,34,2,0,5.0,0,1,1,2,0,x
A6703-02,43,0,1,2.0,0,1,0,1,0,x
A6703-02,39,0,2,4.5,0,2,0,2,0,x
A6414-21,38,1,0,6.0,0,1,0,1,0,x
A6703-08,41,1,0,1.0,0,1,0,1,0,x
A6703-08,39,0,1,1.0,0,1,0,1,0,x
A6706-07,52,1,0,2.0,0,0,1,1,0,x
A6706-06,37,0,1,2.0,0,1,0,1,2,x
A6706-05,43,0,1,4.0,0,1,0,1,0,x
A6706-02,44,0,1,2.0,0,0,1,1,0,x
A6706-02,39,1,0,3.0,0,1,0,1,0,x
A6706-01,34,1,0,3.0,0,1,0,1,0,x
A6731-58,32,1,1,5.5,1,1,0,2,3,x
A6731-58,34,2,2,3.25,0,1,3,4,14,x
A6731-58,35,4,1,3.4,0,4,1,5,17,x
A6731-58,36,1,7,3.125,1,5,2,8,46,x
A6731-58,37,6,3,4.222222222222222,0,5,4,9,58,x
A6731-58,38,5,5,3.5,2,6,2,10,32,x
A6731-58,39,2,6,2.25,2,4,1,8,59,x
A6731-58,40,3,7,3.2,0,9,1,10,47,x
A6731-58,41,6,7,2.076923076923077,0,8,5,13,52,x
A6731-58,42,5,3,1.875,0,4,4,8,30,x
A6731-58,43,0,1,1.0,0,0,1,1,26,x
A6731-58,44,2,1,1.0,0,2,1,3,14,x
A6731-58,46,1,0,2.0,0,1,0,1,4,x
A6731-58,47,1,0,0.0,0,0,1,1,3,x
A6731-58,28,0,1,4.0,0,0,1,1,0,x
A6731-59,35,1,0,2.0,0,1,0,1,8,x
A6731-59,37,0,1,2.0,0,0,1,1,25,x
A6731-59,38,3,1,2.5,0,3,1,4,39,x
A6731-59,39,0,1,4.0,0,1,0,1,35,x
A6731-59,41,0,2,1.5,0,2,0,2,20,x
A6731-59,42,3,1,1.25,0,2,2,4,14,x
A6731-59,43,0,1,4.0,0,0,1,1,3,x
A6731-59,44,0,1,8.0,0,1,0,1,2,x
A6731-56,32,0,1,2.0,0,1,0,1,0,x
A6731-56,34,1,0,1.0,0,1,0,1,1,x
A6731-56,35,0,1,2.0,0,1,0,1,5,x
A6731-56,37,0,2,4.5,0,1,1,2,26,x
A6731-56,38,3,0,2.3333333333333335,0,1,2,3,32,x
A6731-56,39,2,2,3.0,1,1,2,4,26,x
A6731-56,40,1,1,1.0,1,1,0,2,12,x
A6731-56,41,2,0,2.0,0,2,0,2,22,x
A6731-56,42,1,0,1.0,0,1,0,1,17,x
A6731-56,49,1,0,0.0,0,1,0,1,0,x
A6731-57,32,0,1,3.0,0,1,0,1,0,x
A6731-57,35,1,1,2.0,0,2,0,2,5,x
A6731-57,36,1,0,4.0,0,1,0,1,11,x
A6731-57,37,3,1,4.0,0,1,3,4,16,x
A6731-57,38,3,2,3.2,1,3,1,5,26,x
A6731-57,39,1,1,2.0,0,2,0,2,24,x
A6731-57,41,2,2,1.25,0,3,1,4,19,x
A6731-57,42,1,0,1.0,0,0,1,1,9,x
A6731-57,46,1,0,3.0,0,1,0,1,0,x
A6731-54,34,1,0,2.0,0,1,0,1,7,x
A6731-54,35,1,0,2.0,1,0,0,1,7,x
A6731-54,36,2,0,1.0,1,1,0,2,41,x
A6731-54,37,2,4,4.0,1,3,2,6,46,x
A6731-54,38,0,1,3.0,0,1,0,1,27,x
A6731-54,39,2,1,2.3333333333333335,0,3,0,3,42,x
A6731-54,40,2,0,1.5,0,1,0,2,36,x
A6731-54,41,1,5,2.5,0,6,0,6,54,x
A6731-54,42,1,1,3.0,0,1,1,2,26,x
A6731-54,43,3,1,2.5,0,2,2,4,14,x
A6731-54,44,1,2,1.3333333333333333,0,3,0,3,9,x
A6731-54,45,1,2,4.0,0,3,0,3,1,x
A6731-54,49,0,1,5.0,0,1,0,1,1,x
A6731-55,34,1,2,4.666666666666667,1,2,0,3,15,x
A6731-55,35,0,2,4.0,0,1,0,2,22,x
A6731-55,36,2,4,3.0,1,5,0,6,32,x
A6731-55,37,1,2,1.6666666666666667,0,3,0,3,41,x
A6731-55,38,1,3,2.75,0,4,0,4,54,x
A6731-55,39,3,2,4.0,0,4,0,5,54,x
A6731-55,40,1,3,1.5,0,3,1,4,47,x
A6731-55,41,0,1,1.0,0,1,0,1,39,x
A6731-55,42,0,1,5.0,0,1,0,1,33,x
A6731-55,43,2,0,2.0,0,0,2,2,11,x
A6731-55,47,0,1,1.0,0,0,1,1,2,x
A6731-55,48,1,0,2.0,1,0,0,1,1,x
A6731-55,49,1,0,0.0,0,1,0,1,0,x
A6731-52,32,2,1,7.0,0,3,0,3,3,x
A6731-52,33,1,1,2.0,0,1,1,2,3,x
A6731-52,34,1,3,2.75,1,2,1,4,10,x
A6731-52,35,1,5,5.333333333333333,0,4,1,6,9,x
A6731-52,36,0,3,5.0,0,3,0,3,43,x
A6731-52,37,3,7,5.0,0,7,3,10,44,x
A6731-52,38,2,4,3.8333333333333335,1,4,1,6,28,x
A6731-52,39,4,6,2.7,1,8,1,10,38,x
A6731-52,40,1,4,1.8,0,4,1,5,31,x
A6731-52,41,2,6,1.5,0,4,4,8,36,x
A6731-52,42,2,5,3.5714285714285716,0,6,0,7,23,x
A6731-52,43,3,0,4.333333333333333,0,2,1,3,10,x
A6731-52,44,2,2,2.75,0,3,1,4,8,x
A6731-52,46,0,2,4.0,0,1,1,2,3,x
A6731-52,31,1,0,4.0,0,1,0,1,0,x
A6731-53,34,0,1,5.0,0,0,1,1,2,x
A6731-53,35,1,0,1.0,0,1,0,1,8,x
A6731-53,36,1,2,2.0,0,1,2,3,12,x
A6731-53,37,2,3,3.8,0,4,1,5,27,x
A6731-53,38,6,1,4.142857142857143,0,7,0,7,37,x
A6731-53,39,2,2,1.75,1,1,1,4,41,x
A6731-53,40,3,1,5.0,1,3,0,4,20,x
A6731-53,41,3,3,2.1666666666666665,0,4,2,6,30,x
A6731-53,42,2,1,4.666666666666667,1,2,0,3,17,x
A6731-53,47,1,0,7.0,0,1,0,1,1,x
A6731-50,35,1,1,5.0,1,1,0,2,4,x
A6731-50,36,1,0,2.0,1,0,0,1,8,x
A6731-50,37,5,4,2.6666666666666665,0,9,0,9,14,x
A6731-50,38,7,6,4.0,1,5,7,13,19,x
A6731-50,39,3,9,3.0833333333333335,1,9,2,12,15,x
A6731-50,40,1,2,1.6666666666666667,0,3,0,3,9,x
A6731-50,41,4,2,2.0,0,4,2,6,15,x
A6731-50,42,2,3,1.0,0,3,1,5,12,x
A6731-50,43,1,1,2.5,0,2,0,2,2,x
A6731-50,44,0,1,3.0,0,0,1,1,1,x
A6731-50,45,1,0,3.0,0,0,1,1,1,x
A6731-51,33,1,2,5.333333333333333,0,2,1,3,3,x
A6731-51,34,0,2,5.5,0,1,1,2,11,x
A6731-51,35,1,1,4.0,0,1,1,2,12,x
A6731-51,36,6,14,3.15,0,12,8,20,35,x
A6731-51,37,12,15,2.5185185185185186,2,16,9,27,40,x
A6731-51,38,5,2,2.2857142857142856,1,3,3,7,34,x
A6731-51,39,10,5,2.8666666666666667,1,9,5,15,50,x
A6731-51,40,4,9,1.3846153846153846,0,10,3,13,34,x
A6731-51,41,11,8,2.263157894736842,1,15,3,19,52,x
A6731-51,42,7,4,3.5454545454545454,0,9,2,11,27,x
A6731-51,43,1,6,1.5714285714285714,0,6,1,7,14,x
A6731-51,44,2,2,1.5,1,2,1,4,13,x
A6731-51,46,0,1,4.0,0,0,1,1,8,x
A6731-51,47,1,0,5.0,0,1,0,1,2,x
A6731-51,48,1,0,4.0,0,0,1,1,1,x
A6731-51,49,1,0,1.0,0,0,1,1,1,x
A6735-58,32,0,1,9.0,0,1,0,1,1,x
A6735-58,34,5,7,3.6666666666666665,2,5,5,12,10,x
A6735-58,35,4,7,2.8181818181818183,2,6,3,11,10,x
A6735-58,36,3,4,3.2857142857142856,2,2,3,7,21,x
A6735-58,37,3,6,2.888888888888889,0,7,1,9,28,x
A6735-58,38,9,8,2.823529411764706,1,13,3,17,38,x
A6735-58,39,9,9,3.611111111111111,2,9,7,18,50,x
A6735-58,40,7,10,3.0588235294117645,4,8,5,17,34,x
A6735-58,41,6,9,2.2666666666666666,0,15,0,15,38,x
A6735-58,42,3,5,3.625,0,5,3,8,15,x
A6735-58,43,2,0,1.5,0,2,0,2,12,x
A6735-58,44,2,0,3.0,0,2,0,2,5,x
A6735-58,45,0,1,1.0,0,0,1,1,6,x
A6735-58,46,0,2,2.0,0,1,1,2,2,x
A6735-59,36,2,1,3.6666666666666665,0,2,1,3,5,x
A6735-59,37,1,3,4.5,1,3,0,4,6,x
A6735-59,38,1,0,3.0,0,1,0,1,10,x
A6735-59,39,0,1,2.0,0,0,1,1,7,x
A6735-59,40,2,0,1.5,0,2,0,2,8,x
A6735-59,42,1,1,3.0,0,1,1,2,4,x
A6735-59,44,1,1,0.5,0,2,0,2,1,x
A6712-08,40,1,0,2.0,0,1,0,1,1,x
A6712-08,35,0,1,1.0,0,1,0,1,4,x
A6712-08,36,1,1,2.0,0,1,0,2,3,x
A6712-08,38,1,0,1.0,0,1,0,1,4,x
A6712-08,39,1,2,2.3333333333333335,0,3,0,3,5,x
A6712-09,35,0,1,5.0,0,0,1,1,3,x
A6712-09,37,1,0,2.0,0,1,0,1,7,x
A6712-09,38,1,1,5.5,0,1,1,2,3,x
A6712-09,39,0,1,2.0,0,1,0,1,4,x
A6712-09,40,1,0,3.0,0,0,1,1,1,x
A6712-09,43,0,1,0.0,0,1,0,1,1,x
A6735-52,33,1,0,2.0,0,0,1,1,6,x
A6735-52,34,2,0,3.0,0,1,1,2,19,x
A6735-52,36,2,0,6.5,0,2,0,2,33,x
A6735-52,37,7,1,4.875,0,6,1,8,28,x
A6735-52,38,1,1,6.5,1,1,0,2,27,x
A6735-52,39,3,2,4.4,0,3,2,5,25,x
A6735-52,40,2,5,2.0,2,4,0,7,24,x
A6735-52,41,2,0,6.0,0,1,1,2,17,x
A6735-53,32,4,2,4.333333333333333,0,5,1,6,8,x
A6735-53,33,3,1,5.0,0,3,1,4,4,x
A6735-53,34,5,3,5.25,0,2,6,8,10,x
A6735-53,35,10,6,3.1875,3,10,2,16,11,x
A6735-53,36,4,3,3.4285714285714284,0,5,1,7,22,x
A6735-53,37,5,9,4.5,0,7,7,14,30,x
A6735-53,38,3,5,2.25,3,3,2,8,34,x
A6735-53,39,3,6,3.5555555555555554,1,4,4,9,20,x
A6735-53,40,4,3,2.4285714285714284,0,5,2,7,21,x
A6735-53,41,2,3,2.0,0,3,2,5,5,x
A6735-53,42,2,0,5.0,0,2,0,2,5,x
A6735-53,43,2,0,2.0,0,1,1,2,2,x
A6735-53,27,1,0,8.0,0,0,1,1,2,x
A6735-53,28,4,1,2.6,0,3,2,5,1,x
A6735-53,29,6,7,5.6923076923076925,0,9,4,13,3,x
A6735-53,30,3,2,7.6,0,4,1,5,0,x
A6735-53,31,1,1,6.0,0,1,1,2,2,x
A6735-50,32,1,1,4.5,0,1,1,2,15,x
A6735-50,33,1,1,4.5,0,2,0,2,10,x
A6735-50,34,3,2,3.6,0,3,2,5,20,x
A6735-50,35,1,1,5.5,0,2,0,2,29,x
A6735-50,36,5,7,3.1666666666666665,2,4,5,12,15,x
A6735-50,37,2,5,3.7142857142857144,0,6,1,7,41,x
A6735-50,38,4,2,1.5,0,4,2,6,29,x
A6735-50,39,3,4,3.142857142857143,0,5,2,7,25,x
A6735-50,40,3,6,3.2222222222222223,1,7,1,9,20,x
A6735-50,41,1,0,3.0,0,1,0,1,13,x
A6735-50,42,1,0,0.0,0,0,1,1,6,x
A6735-51,33,0,1,9.0,0,1,0,1,1,x
A6735-51,34,1,0,17.0,0,1,0,1,11,x
A6735-51,35,1,0,1.0,0,1,0,1,12,x
A6735-51,36,2,2,2.75,0,3,1,4,28,x
A6735-51,37,3,2,3.4,0,4,1,5,38,x
A6735-51,38,5,2,2.5714285714285716,0,3,4,7,56,x
A6735-51,39,4,3,3.0,0,5,2,7,61,x
A6735-51,40,3,2,1.4,0,3,1,5,45,x
A6735-51,41,3,2,1.6,1,3,1,5,46,x
A6735-51,42,3,0,1.6666666666666667,0,3,0,3,19,x
A6735-51,43,7,4,2.3636363636363638,0,7,4,11,17,x
A6735-51,44,1,2,1.0,0,3,0,3,9,x
A6735-51,45,3,3,2.1666666666666665,0,3,3,6,7,x
A6735-51,46,0,1,3.0,0,1,0,1,2,x
A6735-56,34,1,1,2.5,0,1,1,2,19,x
A6735-56,35,3,2,2.8,0,4,1,5,25,x
A6735-56,36,5,5,2.7,0,9,1,10,34,x
A6735-56,37,7,4,2.8181818181818183,1,8,2,11,39,x
A6735-56,38,3,8,3.5454545454545454,0,7,4,11,66,x
A6735-56,39,9,14,3.217391304347826,1,17,5,23,62,x
A6735-56,40,5,8,2.923076923076923,1,7,5,13,52,x
A6735-56,41,9,9,1.7222222222222223,3,8,7,18,41,x
A6735-56,42,1,2,4.0,0,1,2,3,21,x
A6735-56,43,0,2,3.0,0,0,2,2,27,x
A6735-56,45,1,2,6.333333333333333,0,2,1,3,11,x
A6712-03,42,1,0,2.0,0,1,0,1,1,x
A6712-03,34,1,0,4.0,0,1,0,1,0,x
A6712-03,35,0,1,2.0,0,0,1,1,2,x
A6712-03,37,1,0,7.0,0,1,0,1,5,x
A6735-54,32,2,1,6.333333333333333,0,3,0,3,0,x
A6735-54,34,3,0,3.0,0,2,1,3,7,x
A6735-54,35,4,4,4.0,1,5,2,8,10,x
A6735-54,36,5,6,4.545454545454546,2,8,1,11,24,x
A6735-54,37,2,2,3.25,1,1,2,4,35,x
A6735-54,38,4,5,3.111111111111111,0,4,5,9,33,x
A6735-54,39,4,4,3.625,0,6,2,8,40,x
A6735-54,40,3,5,2.875,0,6,2,8,31,x
A6735-54,41,4,3,2.2857142857142856,0,4,3,7,30,x
A6735-54,42,1,2,2.6666666666666665,0,2,1,3,10,x
A6735-54,43,0,1,1.0,0,1,0,1,7,x
A6735-54,44,0,1,2.0,0,1,0,1,5,x
A6735-54,46,1,0,2.0,0,0,1,1,0,x
A6735-54,47,1,1,1.5,0,2,0,2,0,x
A6735-55,34,2,0,4.0,0,1,1,2,21,x
A6735-55,35,1,1,2.5,0,2,0,2,19,x
A6735-55,36,2,3,2.2,1,1,3,5,27,x
A6735-55,37,6,6,3.0833333333333335,1,5,6,12,30,x
A6735-55,38,11,8,3.3157894736842106,3,13,3,19,43,x
A6735-55,39,10,11,3.380952380952381,2,12,7,21,54,x
A6735-55,40,7,9,3.0,1,10,5,16,40,x
A6735-55,41,5,5,2.5,2,6,2,10,48,x
A6735-55,42,2,2,4.5,0,3,1,4,22,x
A6735-55,43,5,3,3.125,0,6,2,8,17,x
A6735-55,44,3,2,1.6,1,4,0,5,5,x
A6735-55,45,1,2,2.0,0,3,0,3,10,x
A6735-55,47,0,1,2.0,0,1,0,1,0,x
A6735-55,48,0,1,7.0,0,0,1,1,1,x
A6727-20,40,2,1,1.3333333333333333,0,2,1,3,12,x
A6727-20,41,1,0,1.0,0,1,0,1,13,x
A6727-20,42,0,1,1.0,0,1,0,1,7,x
A6727-20,38,0,2,2.5,0,2,0,2,17,x
A6727-21,37,0,1,3.0,0,1,0,1,9,x
A6727-22,34,1,0,4.0,0,1,0,1,0,x
A6727-22,35,1,0,3.0,0,0,1,1,1,x
A6727-22,36,1,3,4.5,1,3,0,4,2,x
A6727-22,37,1,2,1.6666666666666667,0,2,1,3,2,x
A6727-22,38,1,0,4.0,0,1,0,1,2,x
A6727-22,39,1,1,1.0,0,1,1,2,3,x
A6727-22,41,1,0,1.0,0,1,0,1,2,x
A6727-22,43,1,0,2.0,0,1,0,1,1,x
A6727-22,44,1,0,1.0,0,1,0,1,0,x
A6727-23,32,1,0,11.0,0,1,0,1,0,x
A6727-23,35,1,0,2.0,0,1,0,1,1,x
A6727-23,36,0,1,2.0,0,1,0,1,5,x
A6727-23,37,1,1,1.5,0,2,0,2,1,x
A6727-23,38,0,1,7.0,0,1,0,1,4,x
